Number_of_Active_Listing,Rent,ContactInfo,Number_of_Bedrooms,Address
1,1175,(267) 690-7993,3,"2909 Almond St, Philadelphia, PA, 19134"
1,1195,Giraldo Real Estate Group  (215) 745-0101,3,"2967 Weikel St, Philadelphia, PA, 19134"
1,1150,The Somers Team at RE/MAX Access  (215) 400-2600,3,"1914 E Tioga St, Philadelphia, PA, 19134"
1,1150,Legal Real Estate Llc  (267) 912-2085,2,"2241 E Clearfield St, Philadelphia, PA, 19134"
1,1100,RE/MAX affiliates   (856) 701-3512,3,"2943 D St, Philadelphia, PA, 19134"
1,1125,Go Section8  (215) 399-7291,3,"1936 Clarence St # 3, Philadelphia, PA, 19134"
1,1100,Vertex Real Estate Management LLC  (215) 232-8883,3,"2937 Kip St, Philadelphia, PA, 19134"
1,1100,,2,"3040 Almond St, Philadelphia, PA, 19134"
1,1100,Go Section8  (267) 980-3727,3,"707 E Cornwall St, Philadelphia, PA, 19134"
1,1100,Go Section8  (267) 997-4224,3,"926 E Schiller St, Philadelphia, PA, 19134"
1,1100,(215) 333-0750,2,"Almond St, Philadelphia, PA, 19134"
1,1100,RE/MAX 2000  (215) 698-2000,2,"2515 E Ann St, Philadelphia, PA, 19134"
1,1500,Cifaldi Property Investments  (215) 331-1500,3,"1736 French St, Philadelphia, PA, 19121"
1,1800,Keller Williams Philadelphia  (267) 225-7174,5,"732 W Jefferson St, Philadelphia, PA, 19122"
1,1200,,1,"E Monmouth Street # First Floor, Philadelphia, PA, 19134"
1,1100,(267) 582-3678,3,"2411 E Allegheny Ave, Philadelphia, PA, 19134"
1,1100,(267) 582-3678,2,"3230 Aramingo Ave, Philadelphia, PA, 19134"
1,1100,(215) 715-4114,3,"3185 Tulip St, Philadelphia, PA, 19134"
1,1100,Keller Williams Philly  (267) 968-8600,3,"947 E Ontario St, Philadelphia, PA, 19134"
1,1100,(267) 469-0202,2,"33XX Agate St, Philadelphia, PA, 19134"
1,1100,(267) 469-0202,2,"Agate St, Philadelphia, PA, 19134"
1,1100,(484) 461-3491,3,"3008 Weikel St, Philadelphia, PA, 19134"
1,1050,(215) 909-3468,2,"2118 E Ann St, Philadelphia, PA, 19134"
1,1100,Prosperity Real Estate & Investment Services  (267) 475-6688,3,"3015 Agate St, Philadelphia, PA, 19134"
1,1050,BHHS FOX & ROACH  (267) 593-6184,3,"2081 Kingston St, Philadelphia, PA, 19134"
1,1050,Keller Williams Realty  (856) 582-1200,2,"3419 Livingston St, Philadelphia, PA, 19134"
1,1050,Go Section8  (215) 399-7291,3,"646 E Clementine St # 3, Philadelphia, PA, 19134"
1,1000,Liberty Bell Real Estate Agent  (267) 934-4932,3,"2062 Bellmore Ave, Philadelphia, PA, 19134"
1,1000,RE/MAX MILLENNIUM  (267) 312-5512,2,"3025 Weikel St, Philadelphia, PA, 19134"
1,1000,Go Section8  (215) 399-7291,3,"3307 Hartville St, Philadelphia, PA, 19134"
1,2000,JBMP Group  (267) 797-2175,4,"2313 N Carlisle St, Philadelphia, PA, 19132"
1,2000,JBMP Group  (267) 797-2175,4,"2350 N Park Ave # 1, Philadelphia, PA, 19132"
1,2000,JBMP Group  (267) 797-2175,4,"2231 N Park Ave # 1, Philadelphia, PA, 19132"
1,2000,JBMP Group  (267) 797-2175,5,"2215 N Sydenham St, Philadelphia, PA, 19132"
1,2000,JBMP Group  (267) 797-2175,5,"2217 N Sydenham St, Philadelphia, PA, 19132"
1,2000,JBMP Group  (267) 797-2175,5,"2346 N Carlisle St, Philadelphia, PA, 19132"
1,1900,JBMP Group  (267) 797-2175,4,"2356 N Park Ave # 1, Philadelphia, PA, 19132"
1,1800,JBMP Group  (267) 797-2175,4,"2246 N Sydenham St, Philadelphia, PA, 19132"
1,1800,REMAX Plus  (215) 422-3711,4,"2225 N 17th St, Philadelphia, PA, 19132"
1,1650,Go Section8  (267) 428-0811,6,"2326 N 19th St, Philadelphia, PA, 19132"
1,1620,(732) 850-2431,3,"1511 W Susquehanna Ave, Philadelphia, PA, 19132"
1,1600,JBMP Group  (267) 797-2175,4,"2344 N Carlisle St, Philadelphia, PA, 19132"
1,1800,REMAX Plus  (215) 422-3711,4,"2229 N 17th St, Philadelphia, PA, 19132"
1,1600,JBMP Group  (267) 797-2175,4,"2335 N Carlisle St # 1, Philadelphia, PA, 19132"
1,1600,Able Real Estate Inc  (215) 222-3700,4,"2517 N Chadwick St, Philadelphia, PA, 19132"
1,1595,(267) 716-0107,2,"3400 W Commissioner St, Phila, PA, 19132"
1,1545,(267) 716-0107,2,"3402 W Commissioner St, Philadelphia, PA, 19132"
1,1500,MK Management Group  (215) 765-1429,3,"2252 N Park Ave APT 1, Philadelphia, PA, 19132"
1,1500,(856) 502-4043,3,"2219 N 21st St # 2, Philadelphia, PA, 19132"
1,1500,Go Section8  (215) 995-2019,4,"2526 N 16th St, Philadelphia, PA, 19132"
1,1500,Go Section8  (215) 659-5348,4,"2419 N 33rd St, Philadelphia, PA, 19132"
1,1100,(215) 301-9544,3,"2988 Cedar St, Philadelphia, PA, 19134"
1,1250,Go Section8  (610) 574-3630,3,"745 E Madison St, Philadelphia, PA, 19134"
1,1100,,2,"3300 Agate St # 2, Philadelphia, PA, 19134"
1,1500,Keller Williams Real Esate. SKS Holdings LP   (215) 860-4200,4,"2338 N Park Ave, Philadelphia, PA, 19132"
1,1500,REMAX Plus  (215) 422-3711,4,"2253 N Bouvier St, Philadelphia, PA, 19132"
1,1450,OCF Realty  (215) 735-7368,3,"2813 W Albert St, Philadelphia, PA, 19132"
1,1455,MK Management Group  (215) 765-1429,3,"2217 N Park Ave APT 1, Philadelphia, PA, 19132"
1,1450,Go Section8  (267) 428-0811,4,"2534 N 16th St, Philadelphia, PA, 19132"
1,1375,Better Homes Realty Group  (215) 938-7800,3,"3116 N Spangler St, Philadelphia, PA, 19132"
1,1400,Super Realty Group  (215) 668-5110,4,"2257 N Van Pelt St, Philadelphia, PA, 19132"
1,1375,Go Section8  (267) 825-7473,3,"1537 W Seltzer St, Philadelphia, PA, 19132"
1,1400,Go Section8  (215) 399-7291,4,"2054 W Glenwood Ave, Philadelphia, PA, 19132"
1,1350,Go Section8  (267) 231-0095,3,"2511 N Chadwick St, Philadelphia, PA, 19132"
1,1350,JBMP Group  (267) 797-2175,3,"2310 N Park Ave # 1, Philadelphia, PA, 19132"
1,1350,Mercury Real Estate Group  (215) 869-4592,3,"2255 N Uber St, Philadelphia, PA, 19132"
1,1300,Go Section8  (267) 428-0811,3,"2607 N Corlies St, Philadelphia, PA, 19132"
1,1300,Go Section8  (215) 554-8044,3,"2537 N 26th St, Philadelphia, PA, 19132"
1,1300,Go Section8  (267) 428-0811,3,"2520 N Chadwick St, Philadelphia, PA, 19132"
1,1300,(315) 278-3879,3,"3316 W Hagert St, Philadelphia, PA, 19132"
1,1300,Go Section8  (267) 428-0811,3,"2337 N 32nd St, Philadelphia, PA, 19132"
1,1300,TCS Management LLC  (267) 206-8112,2,"2239 N Broad St APT 306, Philadelphia, PA, 19132"
1,1300,,2,"3416 W Clearfield St FL 2ND, Philadelphia, PA, 19132"
1,1250,(267) 752-0228,3,"2342 N Broad St # 3, Philadelphia, PA, 19132"
1,1290,Go Section8  (610) 931-1437,4,"3522 W Allegheny Ave, Philadelphia, PA, 19132"
1,1300,Go Section8  (267) 428-0811,3,"2319 N Garnet St, Philadelphia, PA, 19132"
1,1300,Mercury Real Estate Group  (215) 869-4592,3,"2255 N Uber St # 3, Philadelphia, PA, 19132"
1,1300,TCS Management LLC  (267) 206-8112,2,"2239 N Broad St APT 204, Philadelphia, PA, 19132"
1,1250,Go Section8  (856) 235-4300,4,"2338 N 18th St, Philadelphia, PA, 19132"
1,2500,Quality Real Estate  (215) 457-2600,0,"4100 Germantown Ave Commercial, Philadelphia, PA, 19140"
1,2000,Go Section8  (267) 736-9862,6,"3430 N 2nd St, Philadelphia, PA, 19140"
1,1250,Settle Down Philadelphia  (215) 253-3439,4,"2558 North 31st Street, Philadelphia, PA, 19132"
1,1350,Keller Williams Real Esate. SKS Holdings LP   (215) 860-4200,3,"2338 N Park Ave # B, Philadelphia, PA, 19132"
1,1250,Triamond  (267) 243-1892,3,"2342 N Park Ave, Philadelphia, PA, 19132"
1,1800,Go Section8  (215) 399-7291,6,"1817 W Ontario St, Philadelphia, PA, 19140"
1,1450,(215) 464-9966,4,"4444 N 19th St, Philadelphia, PA, 19140"
1,1550,,3,"4057 N Fairhill St, Philadelphia, PA, 19140"
1,1350,Go Section8  (267) 671-2930,3,"3626 N Sydenham St, Philadelphia, PA, 19140"
1,1550,Keller Williams Realty  (215) 635-5100,3,"818 W Roosevelt Blvd, Philadelphia, PA, 19140"
1,1300,(215) 290-2628,3,"3301 N 16th St, Philadelphia, PA, 19140"
1,1245,Del Val Realty & Property Management  (215) 398-4133,4,"3860 N Smedley St, Philadelphia, PA, 19140"
1,1460,(267) 481-6668,2,"1739 N 16th St # 2, Philadelphia, PA, 19121"
1,1350,Go Section8  (215) 648-2190,4,"600 W Annsbury St, Philadelphia, PA, 19140"
1,1475,North Broad Living Management  (215) 232-4710,2,"1521 N 15th St APT 8, Philadelphia, PA, 19121"
1,1450,JBMP Group  (267) 797-2175,2,"1513 W Master St FL 2, Philadelphia, PA, 19121"
1,1200,Real Estate Management Advisors LLC  (215) 914-0700,3,"3314 N Sydenham St, Philadelphia, PA, 19140"
1,1450,North Broad Living Management  (215) 232-4710,2,"2015 N Carlisle St # 2, Philadelphia, PA, 19121"
1,1495,(215) 870-2733,3,"2413 Sharswood St, Philadelphia, PA, 19121"
1,1440,"Mosaic Management Company, LLC  (215) 921-8107",2,"3002 Cecil B Moore Ave APT 21, Philadelphia, PA, 19121"
1,1400,REMAX Plus  (215) 422-3711,2,"1729 Fontain St # 1, Philadelphia, PA, 19121"
1,1400,Homeline Real Estate Inc  (267) 476-0776,2,"1611 W Montgomery Ave, Philadelphia, PA, 19121"
1,1450,JBMP Group  (267) 797-2175,2,"1505 W Master St # 2, Philadelphia, PA, 19121"
1,1400,Temple Roosts  (610) 316-9144,2,"1836 N 17th St # A, Philadelphia, PA, 19121"
1,1300,(215) 901-0626,3,"3303 N 16th St # 2, Philadelphia, PA, 19140"
1,1400,"Ikos Holdings, Inc.  (267) 279-9777",4,"1830 W Diamond St # 1, Philadelphia, PA, 19121"
1,1395,Magis Partner   (215) 680-2175,3,"1417 N Corlies St, Philadelphia, PA, 19121"
1,1370,MK Management Group  (215) 765-1429,2,"1417 N 17th St, Philadelphia, PA, 19121"
1,1400,"Ikos Holdings, Inc.  (267) 279-9777",3,"1921 W Diamond St APT 4, Philadelphia, PA, 19121"
1,1350,Allegiance Real Estate LLC  (215) 235-5015,2,"1214 N Ringgold St, Philadelphia, PA, 19121"
1,1350,Skyline Rentals  (267) 292-3825,2,"1925 N 33rd St 1925 N 33rd 2 Bed Roof Deck, Philadelphia, PA, 19121"
1,1350,Powelton Properties  (215) 386-2578,2,"N 19th St, Philadelphia, PA, 19121"
1,1350,Quality Real Estate  (215) 457-2600,2,"1421 N Dover St, Philadelphia, PA, 19121"
1,1350,,3,"1711 W Master St # C, Philadelphia, PA, 19121"
1,1350,Homeline Real Estate Inc  (267) 476-0776,2,"1324 N 17th St APT 1A, Philadelphia, PA, 19121"
1,1300,Onyx Management Group  (215) 354-0404,3,"1605 N Willington St FL 2ND, Philadelphia, PA, 19121"
1,1300,Magis Partner   (215) 680-2175,2,"1400 N 30th St FL 2ND, Philadelphia, PA, 19121"
1,1300,North Broad Living Management  (215) 232-4710,2,"1615 N Sydenham St # 3F, Philadelphia, PA, 19121"
1,1300,(267) 258-6116,3,"2912 Nicholas St, Philadelphia, PA, 19121"
1,1300,Go Section8  (267) 428-0811,3,"1847 N Taylor St, Philadelphia, PA, 19121"
1,1300,Go Section8  (267) 428-0811,3,"3117 Fontain St, Philadelphia, PA, 19121"
1,1350,M & S Property Group LLC  (267) 258-6116,2,"1458 N Dover St, Philadelphia, PA, 19121"
1,1300,Keller Williams Philadelphia  (215) 627-3500,2,"1340 N Myrtlewood St, Philadelphia, PA, 19121"
1,1300,mercury real estate  (215) 462-5100,4,"1911 W Berks St, Philadelphia, PA, 19121"
1,1300,(215) 514-3368,2,"1701 W Master St APT 1F, Philadelphia, PA, 19121"
1,1300,JBMP Group  (267) 797-2175,2,"1518 N 17th St # 2, Philadelphia, PA, 19121"
1,1395,The Real Estate LLC  (215) 783-2706,3,"1933 N Uber St, Philadelphia, PA, 19121"
1,1300,MK Management Group  (215) 765-1429,2,"1413 N 17th St # 1, Philadelphia, PA, 19121"
1,1375,Keller Williams Philly  (267) 968-8600,2,"1445 N Dover St, Philadelphia, PA, 19121"
1,1280,(512) 222-8989,2,"1739 N Willington St APT B, Philadelphia, PA, 19121"
1,1250,Coldwell Banker-Preferred  (267) 573-9702,3,"1928 W Diamond St FL 3RD, Philadelphia, PA, 19121"
1,1275,MK Management Group  (215) 765-1429,3,"1418 N Willington St, Philadelphia, PA, 19121"
1,1250,(215) 433-5135,2,"1530 N 17th St, Philadelphia, PA, 19121"
1,1250,Century 21 Target Realty  (267) 210-8523,3,"2131 N 17th St # 2FL, Philadelphia, PA, 19121"
1,1250,(215) 433-5135,3,"1745 W Diamond St, Philadelphia, PA, 19121"
1,1700,The Condo Shop  (610) 504-0404,3,"1643 N Marshall St APT A, Philadelphia, PA, 19122"
1,1700,Go Section8  (267) 432-5271,5,"2163 N Franklin St, Philadelphia, PA, 19122"
1,1650,Liberty Real Estate  (215) 990-2089,3,"1517 N 12th St, Philadelphia, PA, 19122"
1,1700,Parliament Real Estate Partners  (215) 287-4123,2,"1816 N Front St APT B, Philadelphia, PA, 19122"
1,1650,,2,"1216 N 5th St APT 24, Philadelphia, PA, 19122"
1,1650,LeaseRunner  (215) 821-5839,2,"1500 N 6th St FL 2, Philadelphia, PA, 19122"
1,1650,Berkshire Hathaway fox and Roach   (215) 913-4548,4,"1215 N Mascher St, Philadelphia, PA, 19122"
1,1625,Keller Williams Philly  (215) 709-4141,2,"1513 N Franklin St # 2, Philadelphia, PA, 19122"
1,1620,1995  (267) 884-5045,1,"1403 N 7th St # 2F, Philadelphia, PA, 19122"
1,1600,Coldwell Banker Preferred-Old City  (610) 220-0520,3,"1821 N Mascher St, Philadelphia, PA, 19122"
1,1600,Real Estate Management Advisors LLC  (215) 914-0700,4,"2040 N Franklin St, Philadelphia, PA, 19122"
1,1550,(215) 236-2363,1,"1200 Germantown Ave FL 2ND, Philadelphia, PA, 19122"
1,1550,(828) 705-6453,2,"1337 N Marshall St # 1, Philadelphia, PA, 19122"
1,1550,The Philly Apartment Company  (215) 495-0070,0,"1700 N 5th St, Philadelphia, PA, 19122"
1,1550,"Central Realty Group, LLC  (215) 516-6038",3,"1515 N 12th St, Philadelphia, PA, 19122"
1,1500,1995  (267) 884-5045,2,"N Franklin St, Philadelphia, PA, 19122"
1,1500,Bridgeline CRE  (267) 210-1784,2,"2023 N Hope St, Philadelphia, PA, 19122"
1,1750,(267) 616-8633,2,"1320 N Franklin St # 1, Philadelphia, PA, 19122"
1,1500,Skyline Realtors  (267) 401-9240,5,"2055 N Franklin St, Philadelphia, PA, 19122"
1,1500,KW Philly South  (609) 602-5762,1,"1232 N 5th St APT 1, Philadelphia, PA, 19122"
1,1500,Keller Williams Philadelphia  (267) 506-1757,3,"172 W Montgomery Ave, Philadelphia, PA, 19122"
1,1500,The Philly Apartment Company  (215) 495-0070,2,"2116 N Hope St, Philadelphia, PA, 19122"
1,1500,Keller Williams Philly  (610) 331-7213,2,"1247 N 2nd St APT 5, Philadelphia, PA, 19122"
1,1450,VUE Real Estate Group  (267) 270-6634,3,"1917 N Mascher St, Philadelphia, PA, 19122"
1,1450,Fishtown Real Estate LLC  (646) 734-9885,1,"1706-10 N 2nd St # 70, Philadelphia, PA, 19122"
1,1350,,2,"1924 N Hope St, Philadelphia, PA, 19122"
1,1400,Fishtown Real Estate LLC  (646) 734-9885,1,"190 W Berks St APT 9, Philadelphia, PA, 19122"
1,1350,The Real Estate LLC  (215) 783-2706,3,"2038 N Darien St, Philadelphia, PA, 19122"
1,1350,The Real Estate LLC  (215) 783-2706,3,"2040 N Darien St, Philadelphia, PA, 19122"
1,1350,The Real Estate LLC  (215) 783-2706,3,"2048 N Darien St, Philadelphia, PA, 19122"
1,1350,JBMP Group  (267) 797-2175,1,"1702 N 2nd St # 1FL, Philadelphia, PA, 19122"
1,1300,www.turbotenant.com  (267) 217-3413,2,"1630 N 2nd St, Philadelphia, PA, 19122"
1,1550,"Lasdon Management, Inc.  (215) 426-8130",0,"1700-04 N 5th St # 1700, Philadelphia, PA, 19122"
1,1495,,2,"1316 N 6th St # 3F, Philadelphia, PA, 19122"
1,1700,Liberty Real Estate  (215) 990-2089,3,"1238 Patrick Henry Pl, Philadelphia, PA, 19122"
1,1250,(267) 210-6896,2,"1818 Germantown Ave # 3A, Philadelphia, PA, 19122"
1,1200,Philly Properties Group  (267) 243-1352,2,"930 French St, Philadelphia, PA, 19122"
1,1200,The Real Estate LLC  (215) 783-2706,2,"1954 N Darien St, Philadelphia, PA, 19122"
1,1200,(215) 990-1970,1,"1215 N 4th St, Philadelphia, PA, 19122"
1,1200,VUE real estate group  (267) 246-5474,2,"1813 N Mutter St # 1, Philadelphia, PA, 19122"
1,1200,Penn Liberty Rentals  (267) 231-5148,5,"2145 N Franklin St, Philadelphia, PA, 19122"
1,1100,(267) 210-6896,2,"1818 Germantown Ave APT 202, Philadelphia, PA, 19122"
1,825,Mendez Homes & Investments  (267) 738-8247,2,"2137 N Front St FL 1ST, Philadelphia, PA, 19122"
1,900,,1,"2023 N Howard St # 2FL, Philadelphia, PA, 19122"
1,750,JBMP Group  (267) 797-2175,1,"2021 N 8th St # A, Philadelphia, PA, 19122"
1,1300,Coldwell Banker Preferred - Center City  (570) 847-3324,3,"1914 N 6th St, Philadelphia, PA, 19122"
1,725,(215) 896-3863,1,"2021 N 8th St # 1, Philadelphia, PA, 19122"
1,1000,Go Section8  (866) 344-9741,3,"2019 E Birch St, Philadelphia, PA, 19134"
1,1000,,2,"3110 Reach St, Philadelphia, PA, 19134"
1,1000,(267) 398-7458,2,"2715 E Ontario St FL 2ND, Philadelphia, PA, 19134"
1,1000,Go Section8  (610) 574-3630,2,"3134 Reach St, Philadelphia, PA, 19134"
1,1000,(267) 975-4512,2,"608 E Wensley St, Philadelphia, PA, 19134"
1,1000,VUE Real Estate Group  (267) 270-6634,2,"1930 E Somerset St, Philadelphia, PA, 19134"
1,1000,Pro-Managed  (866) 620-0506,2,"2618 E Madison St, PHILADELPHIA, PA, 19134"
1,995,Go Section8  (215) 637-3600,2,"3037 Weikel St, Philadelphia, PA, 19134"
1,995,"New Age Realty Group, Inc.  (215) 387-1002",3,"2983 Weikel St, Philadelphia, PA, 19134"
1,999,(610) 299-8501,3,"2975 Weikel St, Philadelphia, PA, 19134"
1,995,Century 21 Advantage Gold  (215) 322-7050,3,"3351 53 D St, Philadelphia, PA, 19134"
1,995,Apple Professionals Inc  (215) 327-5565,2,"2072 E Cambria St, Philadelphia, PA, 19134"
1,990,Berkshire Hathaway Home Services   (267) 240-1045,2,"E Elkhart St, Philadelphia, PA, 19134"
1,985,Perfect Solutions Management  (215) 535-1719,2,"3394 Agate St, Philadelphia, PA, 19134"
1,975,JPD Management LLC  (267) 625-1986,3,"2011 E Birch St, Philadelphia, PA, 19134"
1,975,Del Val Property Management  (215) 398-4133,3,"2329 E Cambria St, Philadelphia, PA, 19134"
1,975,Prosperity Real Estate & Investment Services  (267) 475-6688,2,"3030 Agate St, Philadelphia, PA, 19134"
1,975,Giller Realty LLC  (844) 800-1330,2,"2844 Amber St, Philadelphia, PA, 19134"
1,950,"Higgins & Welch Real Estate, Inc  (215) 247-5000",3,"2969 Weikel St, PHILADELPHIA, PA, 19134"
1,950,Berkshire Hathaway Fox & Roach  (609) 774-7388,2,"2974 Tilton St, Philadelphia, PA, 19134"
1,900,20/20 Real Estate  (215) 357-2020,3,"1836 E Westmoreland St, Philadelphia, PA, 19134"
1,950,(917) 291-6800,3,"2104 E Somerset St, Philadelphia, PA, 19134"
1,900,Kurfiss Sotheby's International Realty  (856) 366-0224,2,"3171 Agate St, Philadelphia, PA, 19134"
1,950,"Ikos Holdings, Inc.  (267) 279-9777",2,"2405 E Allegheny Ave # 2, Philadelphia, PA, 19134"
1,900,"The McDonald Group at Weichert, Realtors  (215) 669-0469",1,"2641 E Clearfield St # 3F, Philadelphia, PA, 19134"
1,900,(267) 205-2292,2,"3401 Tampa St # 2, Philadelphia, PA, 19134"
1,900,VUE Real Estate Group  (267) 270-6634,1,"2423 E Clearfield St # A, Philadelphia, PA, 19134"
1,900,Genesis Property Management Services  (215) 668-9135,0,"2952 Kensington Avenue 1st # ONLY, Philadelphia, PA, 19134"
1,899,RE/MAX Access  (215) 313-2206,1,"3512 Frankford Ave FL 1ST, Philadelphia, PA, 19134"
1,875,MAIN LINE INVESTORS GROUP and REALTY MARK REA  (267) 457-3836,3,"3528 Joyce St, Philadelphia, PA, 19134"
1,850,(267) 905-6514,2,"3353 Hartville St, Philadelphia, PA, 19134"
1,875,JG Real Estate  (215) 467-4100,1,"2530 E Allegheny Ave # 2, Philadelphia, PA, 19134"
1,850,MAIN LINE INVESTORS GROUP and REALTY MARK REA  (267) 457-3836,2,"2048 E Birch St, Philadelphia, PA, 19134"
1,850,Perfect Solutions Management  (215) 535-1719,2,"3411 Hurley St, Philadelphia, PA, 19134"
1,850,Giraldo Real Estate Group  (215) 745-0101,2,"2145 E Monmouth St, Philadelphia, PA, 19134"
1,850,(215) 715-9797,2,"3047 Coral St, Philadelphia, PA, 19134"
1,800,Shift Neighborhood Fund LP (Portfolio)  (267) 773-7969,1,"3525 Kensington Ave # 2, Phila, PA, 19134"
1,850,Genesis Property Management Services  (215) 668-9135,0,"669 E Lippincott Street 1st FL COMMERCIAL, Philadelphia, PA, 19134"
1,825,,0,"3100 Richmond St APT G, Philadelphia, PA, 19134"
1,830,SlateHouse Group Property Management  (717) 220-0201,2,"2060 E Monmouth St, Philadelphia, PA, 19134"
1,800,,1,"3032 Frankford Ave, Philadelphia, PA, 19134"
1,750,(267) 838-1778,1,"2902 Frankford Ave # 2R, Philadelphia, PA, 19134"
1,675,(267) 202-2087,1,"3214 Emerald St FL 1ST, Philadelphia, PA, 19134"
1,525,JPD Management LLC  (267) 625-1986,0,"1862 Clarence St FL 1ST, Philadelphia, PA, 19134"
1,800,ANCHOR Realty NE  (215) 680-7011,0,"145 E Allegheny Street Commercial, Philadelphia, PA, 19134"
1,1200,Penn Liberty Rentals  (267) 231-5148,3,"2209 N Bouvier St, Philadelphia, PA, 19132"
1,800,ANCHOR Realty NE  (215) 870-5595,3,"3116 Ruth St, Philadelphia, PA, 19134"
1,800,(267) 237-1695,2,"2020 E Allegheny Ave # 2, Philadelphia, PA, 19134"
1,1200,Long & Foster-Folsom  (610) 586-1300,3,"2225 N Bouvier St, Philadelphia, PA, 19132"
1,1200,SVSB IC  (267) 296-0304,4,"2321 N 17th St # 2STORY, Philadelphia, PA, 19132"
1,1200,(215) 290-2628,3,"1309 W Somerset St, Philadelphia, PA, 19132"
1,1200,"Ikos Holdings, Inc.  (267) 279-9777",3,"2342 N Broad St # 1, Philadelphia, PA, 19132"
1,550,(267) 626-0929,0,"E Thayer Street # 1st, Philadelphia, PA, 19134"
1,1200,Go Section8  (866) 344-9741,3,"2260 N Colorado St, Philadelphia, PA, 19132"
1,800,,1,"3032 Frankford Ave # 5, Philadelphia, PA, 19134"
1,1200,Cifaldi Property Investments  (215) 331-1500,3,"2206 N Colorado St, Philadelphia, PA, 19132"
1,1195,Real Estate Management Advisors LLC  (215) 914-0700,3,"2733 W York St, Philadelphia, PA, 19132"
1,1175,Coldwell Banker Preferred - Center City  (215) 450-3995,3,"2421 N Carlisle St, PHILADELPHIA, PA, 19132"
1,1150,Realty Mark Center City  (267) 808-6699,4,"2813 N 27th St, Philadelphia, PA, 19132"
1,1175,The Earnest Key Team @ City Wide-KW Philadelphia  (267) 934-5458,3,"2442 N Bouvier St, Philadelphia, PA, 19132"
1,1150,Rentwell Property Management  (610) 347-5958,3,"2252 N Bouvier St, Philadelphia, PA, 19132"
1,1100,Coldwell Banker Preferred - Old City Office  (215) 923-7600,3,"2238 N Bancroft St, Philadelphia, PA, 19132"
1,1100,The Philly Apartment Company  (215) 495-0070,0,"1419 W Allegheny Ave, Philadelphia, PA, 19132"
1,1150,(267) 544-7368,3,"2219 N Bouvier St # 3BRHOUSE, Philadelphia, PA, 19132"
1,1100,Go Section8  (215) 740-4362,3,"2808 N Bambrey St, Philadelphia, PA, 19132"
1,1100,Double Diamond Reality  (215) 740-0200,3,"2338 N Broad St # 2ND, Philadelphia, PA, 19132"
1,1100,Go Section8  (484) 455-4154,3,"2208 N Colorado St, Philadelphia, PA, 19132"
1,1655,(267) 225-7330,2,"176 Cecil B Moore Ave # 2, Philadelphia, PA, 19122"
1,1100,"Ikos Holdings, Inc.  (267) 279-9777",2,"2420 W Lehigh Ave # 1, Philadelphia, PA, 19132"
1,1075,Del Val Realty & Property Management  (215) 398-4133,3,"2214 N 16th St # A, Philadelphia, PA, 19132"
1,1050,RealShout  (215) 310-6888,1,"2217 N Broad St, Philadelphia, PA, 19132"
1,1050,Keller Williams Realty  (215) 464-8800,3,"2741 N Opal St, Philadelphia, PA, 19132"
1,1150,(215) 433-5135,3,"2219 N Bouvier St, Philadelphia, PA, 19132"
1,1000,RE/MAX EASTERN INC  (215) 442-9388,2,"2327 N Park Ave, Philadelphia, PA, 19132"
1,1000,Go Section8  (609) 221-4400,3,"3129 N Carlisle St, Philadelphia, PA, 19132"
1,1000,Resident Philly LLC  (267) 312-6895,3,"1518 W Oakdale St, Philadelphia, PA, 19132"
1,995,TCS Management LLC  (215) 383-1439,3,"2904 N Taney St, Philadelphia, PA, 19132"
1,990,(215) 469-0080,4,"2433 W Cumberland St, PHILADELPHIA, PA, 19132"
1,975,(215) 290-2628,2,"1311 W Allegheny Ave, Philadelphia, PA, 19132"
1,975,Go Section8  (267) 773-7536,3,"2901 N Bambrey St, Philadelphia, PA, 19132"
1,1025,Go Section8  (267) 773-7536,3,"2511 W Oakdale St, Philadelphia, PA, 19132"
1,975,Go Section8  (267) 773-7536,3,"2903 N Bonsall St, Philadelphia, PA, 19132"
1,950,Settle Down Philadelphia  (215) 253-3439,2,"2755 N Ringgold St, Philadelphia, PA, 19132"
1,975,(215) 901-0626,2,"1311 W Allegheny Ave APT 2, Philadelphia, PA, 19132"
1,950,Best Choice Housing  (215) 435-3662,3,"2221 N Bouvier St, Philadelphia, PA, 19132"
1,950,Go Section8  (267) 773-7536,3,"2423 N Bouvier St, Philadelphia, PA, 19132"
1,950,Keller Williams Realty  (610) 332-9599,3,"2509 N Bancroft St, Philadelphia, PA, 19132"
1,950,,1,"3523 W Allegheny Ave, Philadelphia, PA, 19132"
1,925,,3,"(undisclosed Address), Philadelphia, PA, 19132"
1,850,Emmanuel Realty  (267) 731-6652,3,"2814 N 19th St, Philadelphia, PA, 19132"
1,800,Reliance Realty  (215) 327-8430,2,"2313 N Opal St, Philadelphia, PA, 19132"
1,800,(215) 913-8180,1,"2309 N 18th Street # First Floor, Philadelphia, PA, 19132"
1,675,(215) 290-2628,1,"1317 W Allegheny Ave, Philadelphia, PA, 19132"
1,735,First Corsa  (215) 834-9698,1,"2829 N Broad St APT 5, Philadelphia, PA, 19132"
1,650,(215) 290-2628,1,"1313 W Allegheny Ave APT 2, Philadelphia, PA, 19132"
1,625,Berkshire Hathaway HomeServices  (484) 942-6266,1,"2264 N Park Ave, Philadelphia, PA, 19132"
