Address,Number_of_Bedrooms,ZipCode,PhoneNumber,Rent,Number_of_Active_Listing,ContactInfo,Email,Info_of_Days_Vacant
"1828 Green St APT 3F, Philadelphia, PA, 19130",1,19130,(267) 773-8600,2600,1,LYL Realty Group  (267) 773-8600,todor.dev000@gmail.com,162 days ago
"863 N 27th St, Philadelphia, PA, 19130",4,19130,(215) 498-4010,2500,1,Keller Williams Realty - Society Hill  (215) 498-4010,todor.dev000@gmail.com,166 days ago
"Perot St, PHILADELPHIA, PA, 19130",3,19130,(215) 236-2580,2500,1,(215) 236-2580,todor.dev000@gmail.com,8 hours ago
"755 N Capitol St # D, Philadelphia, PA, 19130",2,19130,(215) 354-0404,2400,1,Onyx Management Group  (215) 354-0404,todor.dev000@gmail.com,37 days ago
"Meredith St, PHILADELPHIA, PA, 19130",3,19130,,2500,1,,todor.dev000@gmail.com,50 days ago
"1906 Poplar St # A, Philadelphia, PA, 19130",2,19130,,2400,1,,todor.dev000@gmail.com,8 hours ago
"1535 Ogden Street A FL 2ND, Philadelphia, PA, 19130",3,19130,(215) 550-3847,2400,1,"TGT Properties, LLC  (215) 550-3847",todor.dev000@gmail.com,8 days ago
"821 N Taney St # A, Philadelphia, PA, 19130",2,19130,(215) 605-3216,2350,1,(215) 605-3216,todor.dev000@gmail.com,1 day ago
"811 N Taney St # B, Philadelphia, PA, 19130",2,19130,(717) 713-9181,2350,1,KW Philly  (717) 713-9181,todor.dev000@gmail.com,55 days ago
"1536 Green St APT 3, Philadelphia, PA, 19130",2,19130,(215) 459-6024,2350,1,(215) 459-6024,todor.dev000@gmail.com,19 days ago
"740 N Uber St # B, Philadelphia, PA, 19130",2,19130,(215) 778-2452,2300,1,Berkshire Hathaway Fox & Roach  (215) 778-2452,todor.dev000@gmail.com,24 days ago
"Perkiomen St, Philadelphia, PA, 19130",4,19130,,2300,1,,todor.dev000@gmail.com,8 hours ago
"1935 Wallace St APT 1, Philadelphia, PA, 19130",1,19130,(215) 627-3500,2300,1,Keller Williams Philadelphia Center City  (215) 627-3500,todor.dev000@gmail.com,36 days ago
"887 N 22nd St, Philadelphia, PA, 19130",3,19130,,2250,1,,todor.dev000@gmail.com,13 days ago
"1607 Wallace St APT 1, Philadelphia, PA, 19130",3,19130,(215) 870-7768,2250,1,"Loonstyn Properties, Inc.  (215) 870-7768",todor.dev000@gmail.com,12 days ago
"749 N Bucknell St, Philadelphia, PA, 19130",2,19130,,2250,1,,todor.dev000@gmail.com,57 days ago
"863 N Uber St # B, Philadelphia, PA, 19130",2,19130,(215) 440-2262,2300,1,Keller Williams  (215) 440-2262,todor.dev000@gmail.com,41 days ago
"2622 Poplar St # 1, Philadelphia, PA, 19130",4,19130,(215) 735-7368,2200,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,43 days ago
"815-17 N Uber St # 2, Philadelphia, PA, 19130",3,19130,(215) 870-7768,2175,1,"Loonstyn Properties, Inc.  (215) 870-7768",todor.dev000@gmail.com,11 days ago
"810 N Burns St # 1, Philadelphia, PA, 19130",3,19130,(267) 244-7215,2200,1,BMG Philadelphia  (267) 244-7215,todor.dev000@gmail.com,72 days ago
"830 N 16th St, Philadelphia, PA, 19130",3,19130,(215) 908-8277,2200,1,"Rust Real Estate, LLC  (215) 908-8277",todor.dev000@gmail.com,99 days ago
"2041 Green St # 1, Philadelphia, PA, 19130",2,19130,(610) 517-2182,2100,1,(610) 517-2182,todor.dev000@gmail.com,13 days ago
"1912 Spring Garden St # 5, Philadelphia, PA, 19130",2,19130,,2100,1,,todor.dev000@gmail.com,16 days ago
"2401 Pennsylvania Ave APT 20A9, Philadelphia, PA, 19130",1,19130,(215) 450-1113,2100,1,Prudential Fox & Roach  (215) 450-1113,todor.dev000@gmail.com,200 days ago
"2217 Mount Vernon St, Philadelphia, PA, 19130",3,19130,(215) 232-4926,2100,1,(215) 232-4926,todor.dev000@gmail.com,30 days ago
"1923 North St, Philadelphia, PA, 19130",2,19130,(215) 495-0070,2050,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,13 days ago
"882 N 23rd St # 2, Philadelphia, PA, 19130",3,19130,(215) 495-0070,2000,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,1 day ago
"N Croskey St, Philadelphia, PA, 19130",2,19130,(610) 314-9621,2050,1,(610) 314-9621,todor.dev000@gmail.com,2 days ago
"2014 Ogden St, Philadelphia, PA, 19130",3,19130,(215) 668-5166,2000,1,www.turbotenant.com  (215) 668-5166,todor.dev000@gmail.com,9 hours ago
"2417 Meredith St, Philadelphia, PA, 19130",2,19130,(215) 490-7477,2000,1,"Gamba and Levin Real Estate, LLC  (215) 490-7477",todor.dev000@gmail.com,10 hours ago
"1819-21 21 Wylie St # E, Philadelphia, PA, 19130",2,19130,(215) 268-7698,2000,1,Kurfiss Sotheby's Internationa  (215) 268-7698,todor.dev000@gmail.com,2 hours ago
"1732 Brandywine St # 3, Philadelphia, PA, 19130",2,19130,(917) 239-6456,2000,1,(917) 239-6456,todor.dev000@gmail.com,13 hours ago
"2014 Ogden St # B, Philadelphia, PA, 19130",3,19130,(215) 668-5166,2000,1,(215) 668-5166,todor.dev000@gmail.com,75 days ago
"719 N 19th St, PHILADELPHIA, PA, 19130",3,19130,(267) 968-4977,2000,1,(267) 968-4977,todor.dev000@gmail.com,50 days ago
"563 N 20th St FL 2ND, Philadelphia, PA, 19130",2,19130,(267) 693-5416,2000,1,(267) 693-5416,todor.dev000@gmail.com,15 days ago
"879 N Judson St, Philadelphia, PA, 19130",2,19130,(215) 235-7800,2000,1,Coldwell Banker Welker Real Estate  (215) 235-7800,todor.dev000@gmail.com,1 day ago
"1508 Brandywine St APT 205, Philadelphia, PA, 19130",2,19130,(215) 630-4840,1995,1,The Regis Group  (215) 630-4840,todor.dev000@gmail.com,37 days ago
"1918 Spring Garden St APT 1R, Philadelphia, PA, 19130",2,19130,(215) 620-0099,1995,1,Maxwell Realty  (215) 620-0099,todor.dev000@gmail.com,205 days ago
"559 N 16th St APT 1, Philadelphia, PA, 19130",1,19130,(215) 817-5555,1975,1,(215) 817-5555,todor.dev000@gmail.com,185 days ago
"1628 Poplar St # 2, Philadelphia, PA, 19130",2,19130,(267) 797-2175,1975,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,14 days ago
"W Girard Ave, Philadelphia, PA, 19130",2,19130,(267) 269-7022,1950,1,(267) 269-7022,todor.dev000@gmail.com,17 days ago
"559 N 20th St # 5, Philadelphia, PA, 19130",1,19130,(215) 432-2626,1925,1,(215) 432-2626,todor.dev000@gmail.com,1 day ago
"2219 Ogden St, Philadelphia, PA, 19130",3,19130,(215) 805-0837,1900,1,(215) 805-0837,todor.dev000@gmail.com,20 days ago
"2810 Poplar St # B, Philadelphia, PA, 19130",2,19130,(215) 495-0070,1900,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,14 days ago
"1631 Green St APT B, Philadelphia, PA, 19130",2,19130,(215) 467-4100,1925,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,30 minutes ago
"844 846 N 29th St # 120, Philadelphia, PA, 19130",2,19130,(215) 467-4100,2095,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,77 days ago
"1802 Green St APT 2, Philadelphia, PA, 19130",2,19130,(610) 517-2182,1900,1,(610) 517-2182,todor.dev000@gmail.com,13 days ago
"1521 Green St APT 4, Philadelphia, PA, 19130",2,19130,(215) 763-6300,1895,1,PMG Realty  (215) 763-6300,todor.dev000@gmail.com,14 hours ago
"929 N Hancock St, Philadelphia, PA, 19123",4,19123,(484) 678-0012,6895,1,Envision Realty Group  (484) 678-0012,todor.dev000@gmail.com,37 days ago
"1740-42 Green St # 16, Phila, PA, 19130",2,19130,(215) 545-7007,1895,1,Property Management Group DBA PMG Realty  (215) 545-7007,todor.dev000@gmail.com,5 days ago
"(undisclosed Address), Philadelphia, PA, 19123",2,19123,,4100,1,,todor.dev000@gmail.com,13 days ago
"1123 Lemon St, Philadelphia, PA, 19123",4,19123,(215) 917-7763,4550,1,(215) 917-7763,todor.dev000@gmail.com,359 days ago
"112 Olive St, Philadelphia, PA, 19123",3,19123,(215) 709-4141,4000,1,Keller Williams Philly  (215) 709-4141,todor.dev000@gmail.com,35 days ago
"818 N 4th St UNIT 3B, Phila, PA, 19123",2,19123,,3550,1,,todor.dev000@gmail.com,42 days ago
"1025 Lemon St, Philadelphia, PA, 19123",4,19123,(215) 917-7763,4550,1,(215) 917-7763,todor.dev000@gmail.com,359 days ago
"1012 Mount Vernon St, Philadelphia, PA, 19123",4,19123,(215) 709-4141,3000,1,Keller Williams Philly  (215) 709-4141,todor.dev000@gmail.com,8 days ago
"733 Melon Ter APT A, Philadelphia, PA, 19123",2,19123,(215) 917-7763,3150,1,(215) 917-7763,todor.dev000@gmail.com,30 days ago
"901 N Penn St UNIT P1102, Philadelphia, PA, 19123",2,19123,(215) 783-8731,3500,1,Luxury Condo Realty Services Ltd  (215) 783-8731,todor.dev000@gmail.com,10 days ago
"1016 Mount Vernon St, Philadelphia, PA, 19123",4,19123,(989) 501-1314,3000,1,(989) 501-1314,todor.dev000@gmail.com,44 days ago
"991 N 5th St, Philadelphia, PA, 19123",3,19123,(267) 244-7215,3200,1,BMG Philadelphia  (267) 244-7215,todor.dev000@gmail.com,1 day ago
"1015 N 3rd St # 7101392, Philadelphia, PA, 19123",3,19123,(267) 281-8977,2900,1,N. Liberty Group LP  (267) 281-8977,todor.dev000@gmail.com,15 days ago
"1123 N Hope St, Philadelphia, PA, 19123",3,19123,(267) 273-1702,2900,1,Premier Access Property Management  (267) 273-1702,todor.dev000@gmail.com,9 days ago
"1103 N Hope St, Philadelphia, PA, 19123",3,19123,(267) 273-1702,2900,1,Premier Access Property Management  (267) 273-1702,todor.dev000@gmail.com,9 days ago
"853 N Lawrence St, Philadelphia, PA, 19123",3,19123,(215) 735-7368,2900,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,5 hours ago
"541 N 12th St, Philadelphia, PA, 19123",3,19123,(215) 709-4141,3000,1,Keller Williams Philly  (215) 709-4141,todor.dev000@gmail.com,15 days ago
"2002 Mount Vernon St # 3, Philadelphia, PA, 19130",2,19130,,1900,1,,todor.dev000@gmail.com,24 days ago
"1017 N 3rd St, Philadelphia, PA, 19123",3,19123,(215) 467-4100,2650,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,27 days ago
"1009 Germantown Ave # A, Philadelphia, PA, 19123",3,19123,(215) 235-5015,2650,1,Allegiance Real Estate LLC  (215) 235-5015,todor.dev000@gmail.com,20 days ago
"868 N Lawrence St, Philadelphia, PA, 19123",3,19123,(215) 467-4100,2650,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,33 days ago
"710 N 2nd St # 3, Philadelphia, PA, 19123",2,19123,(215) 900-3607,2600,1,VUE Real Estate Group  (215) 900-3607,todor.dev000@gmail.com,9 days ago
"629 N 10th St, Philadelphia, PA, 19123",3,19123,(267) 738-2688,2600,1,Mega Realty LLC  (267) 738-2688,todor.dev000@gmail.com,92 days ago
"210 Brown St # 9C, Philadelphia, PA, 19123",2,19123,(215) 499-4846,2595,1,JG Real Estate  (215) 499-4846,todor.dev000@gmail.com,107 days ago
"924 Mount Vernon St, Philadelphia, PA, 19123",3,19123,(917) 639-8652,2500,1,(917) 639-8652,todor.dev000@gmail.com,27 days ago
"627 N 10th St, Philadelphia, PA, 19123",3,19123,(215) 776-5228,2500,1,(215) 776-5228,todor.dev000@gmail.com,134 days ago
"1106 Leopard St, Philadelphia, PA, 19123",3,19123,(610) 858-5715,2500,1,(610) 858-5715,todor.dev000@gmail.com,1 day ago
"N 2nd St, Philadelphia, PA, 19123",2,19123,,2500,1,,todor.dev000@gmail.com,6 days ago
"1021 N Leithgow St, Philadelphia, PA, 19123",3,19123,(215) 354-0404,2450,1,Onyx Management Group  (215) 354-0404,todor.dev000@gmail.com,11 days ago
"992 N 5th St # 1, Philadelphia, PA, 19123",3,19123,(215) 467-4100,2395,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,32 days ago
"115 Spring Garden St, Philadelphia, PA, 19123",2,19123,(909) 229-8160,2300,1,(909) 229-8160,todor.dev000@gmail.com,22 days ago
"1303 Poplar St, Philadelphia, PA, 19123",4,19123,(215) 715-3711,2300,1,(215) 715-3711,todor.dev000@gmail.com,16 days ago
"1027 Wallace St APT 2F, Philadelphia, PA, 19123",4,19123,(215) 917-9833,2300,1,(215) 917-9833,todor.dev000@gmail.com,15 days ago
"625 N 6th St, Philadelphia, PA, 19123",3,19123,(267) 273-1702,2475,1,Premier Access Property Management  (267) 273-1702,todor.dev000@gmail.com,30 days ago
"1151 N 3rd St UNIT 203, Philadelphia, PA, 19123",2,19123,(267) 884-9548,2350,1,(267) 884-9548,todor.dev000@gmail.com,49 days ago
"146 W Laurel St APT 102, Philadelphia, PA, 19123",3,19123,(267) 737-9941,2600,1,Onion Flats  (267) 737-9941,todor.dev000@gmail.com,125 days ago
"833 N 4th St, Philadelphia, PA, 19123",2,19123,(267) 987-4443,2200,1,The Somers Team at RE/MAX Access  (267) 987-4443,todor.dev000@gmail.com,14 days ago
"N 19th St, PHILADELPHIA, PA, 19130",3,19130,(215) 416-1823,1900,1,(215) 416-1823,todor.dev000@gmail.com,20 hours ago
"1436 Poplar St #C, Philadelphia, PA, 19130",2,19130,(215) 495-0070,2000,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,15 days ago
"601 N 12th St # C, Philadelphia, PA, 19123",3,19123,(267) 797-2175,2675,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,18 days ago
"911 N Lawrence St, Philadelphia, PA, 19123",3,19123,(215) 327-5521,2795,1,Compass  (215) 327-5521,todor.dev000@gmail.com,33 days ago
"1205 Mount Vernon St APT 3, Philadelphia, PA, 19123",2,19123,(215) 941-2653,2300,1,(215) 941-2653,todor.dev000@gmail.com,41 days ago
"1215 Noble St APT 2, Philadelphia, PA, 19123",2,19123,(215) 837-7556,2000,1,(215) 837-7556,todor.dev000@gmail.com,95 days ago
"1119 Hamilton St # B, Philadelphia, PA, 19123",3,19123,(267) 237-4910,2200,1,Space & Company  (267) 237-4910,todor.dev000@gmail.com,143 days ago
"N 11th St, Philadelphia, PA, 19123",3,19123,(267) 307-2007,2100,1,(267) 307-2007,todor.dev000@gmail.com,13 days ago
"1002 N 2nd St # 72NF8RTP9, Philadelphia, PA, 19123",2,19123,(484) 469-9271,2100,1,The HOW Group  (484) 469-9271,todor.dev000@gmail.com,62 days ago
"1231 Buttonwood St # 2, Philadelphia, PA, 19123",3,19123,(267) 210-8523,2100,1,Century 21 Target Realty  (267) 210-8523,todor.dev000@gmail.com,46 days ago
"1010 N Hope St, Philadelphia, PA, 19123",2,19123,(215) 593-9417,2000,1,LeaseRunner  (215) 593-9417,todor.dev000@gmail.com,20 days ago
"939 N American St, Philadelphia, PA, 19123",3,19123,(484) 832-6160,2200,1,Coldwell Banker Preferred - Blue Bell Office  (484) 832-6160,todor.dev000@gmail.com,9 days ago
"419 Brown St, Philadelphia, PA, 19123",3,19123,(215) 564-7656,2100,1,Solo Real Estate  (215) 564-7656,todor.dev000@gmail.com,6 days ago
"1245 Cambridge Ct, Philadelphia, PA, 19123",3,19123,(718) 666-2872,1900,1,(718) 666-2872,todor.dev000@gmail.com,439 days ago
"1004 N 2nd St # 213, Philadelphia, PA, 19123",2,19123,(716) 553-6408,1940,1,(716) 553-6408,todor.dev000@gmail.com,12 days ago
"406 W George St, Philadelphia, PA, 19123",2,19123,(267) 987-4443,1975,1,The Somers Team at RE/MAX Access  (267) 987-4443,todor.dev000@gmail.com,41 days ago
"860 N 6th St, Philadelphia, PA, 19123",3,19123,(267) 391-8546,1900,1,(267) 391-8546,todor.dev000@gmail.com,29 days ago
"1310 Cambridge St, Philadelphia, PA, 19123",3,19123,(267) 210-8523,1900,1,Century 21 Target Realty  (267) 210-8523,todor.dev000@gmail.com,44 days ago
"1014 N Orianna St, Philadelphia, PA, 19123",2,19123,(267) 997-6615,1900,1,(267) 997-6615,todor.dev000@gmail.com,6 days ago
"617 N 4th St, Philadelphia, PA, 19123",2,19123,(215) 432-6012,1900,1,(215) 432-6012,todor.dev000@gmail.com,8 days ago
"314-318 Brown St # 103, Philadelphia, PA, 19123",1,19123,(610) 547-6291,1875,1,Berkshire Hathaway HomeServices Fox & Roach Realtors  (610) 547-6291,todor.dev000@gmail.com,2 days ago
"225 Brown St # 3, Philadelphia, PA, 19123",2,19123,,1850,1,,todor.dev000@gmail.com,90 days ago
"445 Fairmount Ave # A, Philadelphia, PA, 19123",2,19123,(267) 974-1450,1850,1,Coldwell Banker Preferred  (267) 974-1450,todor.dev000@gmail.com,278 days ago
"900 N 3rd St # A, Philadelphia, PA, 19123",1,19123,(267) 279-9777,1849,1,"Ikos Holdings, Inc.  (267) 279-9777",todor.dev000@gmail.com,21 days ago
"932 N Marshall St APT 2, Philadelphia, PA, 19123",2,19123,(732) 322-7236,1800,1,(732) 322-7236,todor.dev000@gmail.com,2 days ago
"330 Cambridge St # C, Philadelphia, PA, 19123",1,19123,(215) 495-0070,1800,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,14 days ago
"5-7 W Girard Ave # 2A, Philadelphia, PA, 19123",2,19123,(215) 620-9341,1800,1,Coldwell Banker Preferred  (215) 620-9341,todor.dev000@gmail.com,103 days ago
"944 New Market St # 1, Philadelphia, PA, 19123",2,19123,(267) 254-9659,1800,1,Keller Williams Philadelphia Center City  (267) 254-9659,todor.dev000@gmail.com,60 days ago
"646 N 8th St, Philadelphia, PA, 19123",2,19123,(267) 534-3595,1800,1,BY Real Estate  (267) 534-3595,todor.dev000@gmail.com,31 days ago
"638 N 11th St # D, Phila, PA, 19123",2,19123,(267) 997-7385,1700,1,Vtex  (267) 997-7385,todor.dev000@gmail.com,57 days ago
"635 N 3rd St APT C, Philadelphia, PA, 19123",2,19123,(267) 980-5858,1700,1,Space & Company  (267) 980-5858,todor.dev000@gmail.com,33 days ago
"1124 N 4th St # A, Philadelphia, PA, 19123",2,19123,,1700,1,,todor.dev000@gmail.com,12 days ago
"633 N 3rd St FL 3RD, Philadelphia, PA, 19123",2,19123,(267) 980-5858,1600,1,Space & Company  (267) 980-5858,todor.dev000@gmail.com,36 days ago
"989 N Marshall St APT 3F, Philadelphia, PA, 19123",2,19123,(267) 884-5045,1600,1,1995  (267) 884-5045,todor.dev000@gmail.com,61 days ago
"237 Fairmount Ave APT 1R, Philadelphia, PA, 19123",1,19123,(215) 495-0070,1600,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,9 days ago
"921 N Randolph St, Philadelphia, PA, 19123",2,19123,(215) 495-0070,1595,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,16 days ago
"130 W Laurel St # 1, Philadelphia, PA, 19123",1,19123,(267) 987-4443,1500,1,The Somers Team at RE/MAX Access  (267) 987-4443,todor.dev000@gmail.com,47 days ago
"230 W Wildey St # 1, Philadelphia, PA, 19123",2,19123,(267) 254-9659,1600,1,Keller Williams Philadelphia Center City  (267) 254-9659,todor.dev000@gmail.com,65 days ago
"974 N 5th St # 4, Philadelphia, PA, 19123",1,19123,(215) 520-6839,1495,1,Keller Williams Real Estate  (215) 520-6839,todor.dev000@gmail.com,39 days ago
"429 Green St, Philadelphia, PA, 19123",1,19123,(201) 572-0274,1425,1,(201) 572-0274,todor.dev000@gmail.com,10 days ago
"1133 N 4th St # 107, Philadelphia, PA, 19123",1,19123,(267) 939-9895,1425,1,Vue RE Group  (267) 939-9895,todor.dev000@gmail.com,26 days ago
"912 N 4th St # B, Philadelphia, PA, 19123",1,19123,(267) 238-3511,1395,1,Holly Mack-Ward & Co.  (267) 238-3511,todor.dev000@gmail.com,54 days ago
"31 W Wildey St # 1, Philadelphia, PA, 19123",0,19123,(917) 627-9982,1400,1,Fishtown Real Estate  (917) 627-9982,todor.dev000@gmail.com,5 hours ago
"N Broad St, Philadelphia, PA, 19123",1,19123,(860) 919-2952,1325,1,(860) 919-2952,todor.dev000@gmail.com,49 days ago
"Brown St, Philadelphia, PA, 19123",1,19123,,1300,1,,todor.dev000@gmail.com,23 days ago
"1020 Hamilton St APT 4, Philadelphia, PA, 19123",0,19123,(480) 621-0432,1250,1,(480) 621-0432,todor.dev000@gmail.com,25 days ago
"1918 Spring Garden St # A, Philadelphia, PA, 19130",2,19130,(215) 327-1552,1895,1,(215) 327-1552,todor.dev000@gmail.com,49 days ago
"824 N Judson St, Philadelphia, PA, 19130",2,19130,(215) 467-4100,1885,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,41 days ago
"886 N Taylor St, Philadelphia, PA, 19130",2,19130,(215) 901-3093,1875,1,RE/MAX Home Experts - PAul Mullin  (215) 901-3093,todor.dev000@gmail.com,13 days ago
"913 N 15th St APT 2F, Philadelphia, PA, 19130",2,19130,(267) 309-0983,1860,1,(267) 309-0983,todor.dev000@gmail.com,1 day ago
"1833 Fairmount Ave, Philadelphia, PA, 19130",1,19130,,1850,1,,todor.dev000@gmail.com,40 days ago
"1605 Parrish St, Philadelphia, PA, 19130",3,19130,(215) 908-8277,1850,1,"Rust Real Estate, LLC  (215) 908-8277",todor.dev000@gmail.com,282 days ago
"821 N 26th St APT 1, Philadelphia, PA, 19130",2,19130,(215) 391-5172,1850,1,Philly PMG  (215) 391-5172,todor.dev000@gmail.com,14 days ago
"2029 Spring Garden St APT 1R, Philadelphia, PA, 19130",1,19130,(267) 879-3417,1850,1,BP Real Estate Investment LLC  (267) 879-3417,todor.dev000@gmail.com,27 days ago
"1436 Poplar St # A, Philadelphia, PA, 19130",2,19130,(215) 495-0070,1850,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,15 days ago
"828 N 21st St, Philadelphia, PA, 19130",1,19130,(215) 542-1770,1850,1,Berkshire Hathaway  (215) 542-1770,todor.dev000@gmail.com,70 days ago
"824 N Capitol St, Philadelphia, PA, 19130",3,19130,(610) 529-1598,1850,1,Exit Benchmark Realty  (610) 529-1598,todor.dev000@gmail.com,22 days ago
"1702 Wallace St # 2, Philadelphia, PA, 19130",2,19130,(215) 627-3500,1850,1,Coldwell Banker Preferred Realtors  (215) 627-3500,todor.dev000@gmail.com,8 days ago
"859 N Ringgold St, Philadelphia, PA, 19130",3,19130,(215) 545-7007,1825,1,Property Management Group DBA PMG Realty  (215) 545-7007,todor.dev000@gmail.com,5 days ago
"1609 Wallace St APT 2F, Philadelphia, PA, 19130",2,19130,(215) 870-7768,1800,1,"Loonstyn Properties, Inc.  (215) 870-7768",todor.dev000@gmail.com,1 day ago
"817 N 20th St, Philadelphia, PA, 19130",1,19130,(215) 495-0070,1800,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,1 day ago
"838 N Newkirk St APT D2, Philadelphia, PA, 19130",2,19130,(215) 704-4000,1795,1,BHHS FOX ROACH  (215) 704-4000,todor.dev000@gmail.com,82 days ago
"872 N Taney St, Philadelphia, PA, 19130",2,19130,(215) 735-7368,1795,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,6 days ago
"914 N 19th St # 2, Philadelphia, PA, 19130",2,19130,(215) 550-3847,1750,1,"TGT Properties, LLC  (215) 550-3847",todor.dev000@gmail.com,6 days ago
"2201-5 Green St # 2W, Philadelphia, PA, 19130",1,19130,(267) 907-2590,1800,1,Kurfiss Sotheby's Internationa  (267) 907-2590,todor.dev000@gmail.com,68 days ago
"849 N 5th St # 2R, Philadelphia, PA, 19123",1,19123,(215) 703-2889,1240,1,Centra Associates  (215) 703-2889,todor.dev000@gmail.com,6 days ago
"1441 Brown St # 2, Philadelphia, PA, 19130",2,19130,(215) 908-8277,1725,1,"Rust Real Estate, LLC  (215) 908-8277",todor.dev000@gmail.com,89 days ago
"1914 Fairmount Ave APT 2R, Philadelphia, PA, 19130",2,19130,(610) 715-4803,1725,1,Aarch Realty LLC  (610) 715-4803,todor.dev000@gmail.com,3 days ago
"1700 W Girard Ave # 2, Philadelphia, PA, 19130",2,19130,(215) 880-7777,1700,1,(215) 880-7777,todor.dev000@gmail.com,2 days ago
"2617 W Girard Ave # 7096561, Philadelphia, PA, 19130",2,19130,(267) 519-0895,1700,1,"MM Partners, LLC  (267) 519-0895",todor.dev000@gmail.com,7 days ago
"1427 Melon St # 302, Philadelphia, PA, 19130",1,19130,(215) 735-7368,1695,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,26 days ago
"1720 Wallace St APT 202, Philadelphia, PA, 19130",2,19130,(215) 545-7007,1850,1,Property Management Group DBA PMG Realty  (215) 545-7007,todor.dev000@gmail.com,5 days ago
"1742 Wylie St, Philadelphia, PA, 19130",2,19130,(267) 244-7215,1800,1,BMG Philadelphia  (267) 244-7215,todor.dev000@gmail.com,37 days ago
"834 N 25th St, Philadelphia, PA, 19130",3,19130,(215) 235-5015,1850,1,Allegiance Real Estate LLC  (215) 235-5015,todor.dev000@gmail.com,27 days ago
"2324 Parrish St, Philadelphia, PA, 19130",2,19130,(877) 893-6566,1685,1,SellYourHomeServices.com  (877) 893-6566,todor.dev000@gmail.com,39 days ago
"835 N Capitol St, Philadelphia, PA, 19130",2,19130,,1725,1,,todor.dev000@gmail.com,58 days ago
"634 N 12th St # 2, Philadelphia, PA, 19123",2,19123,(267) 797-2175,1795,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,14 days ago
"1712 Wallace St APT 301, Philadelphia, PA, 19130",1,19130,(856) 347-0434,1650,1,OCF Realty  (856) 347-0434,todor.dev000@gmail.com,1 day ago
"N 29th St, Philadelphia, PA, 19130",1,19130,,1680,1,,todor.dev000@gmail.com,13 days ago
"1616 Mount Vernon St # 1, Philadelphia, PA, 19130",2,19130,(215) 429-0924,1650,1,(215) 429-0924,todor.dev000@gmail.com,33 days ago
"2000 Spring Garden St APT 2R, Philadelphia, PA, 19130",2,19130,(215) 627-6005,1650,1,BHHS Fox & Roach-Center City W  (215) 627-6005,todor.dev000@gmail.com,37 days ago
"1730 Mount Vernon St APT 1R, Philadelphia, PA, 19130",2,19130,(215) 870-7768,1650,1,"Loonstyn Properties, Inc.  (215) 870-7768",todor.dev000@gmail.com,1 day ago
"1844 Vineyard St # 1, Philadelphia, PA, 19130",2,19130,(215) 644-9130,1650,1,(215) 644-9130,todor.dev000@gmail.com,2 days ago
"2215 Green St APT A1, Philadelphia, PA, 19130",2,19130,(267) 992-4495,1650,1,Foremost Locations  (267) 992-4495,todor.dev000@gmail.com,58 days ago
"735 N 26th St, Philadelphia, PA, 19130",2,19130,(215) 783-1465,1650,1,(215) 783-1465,todor.dev000@gmail.com,1 day ago
"609 N 16th St # 1, Philadelphia, PA, 19130",2,19130,(215) 235-5015,1600,1,Allegiance Real Estate LLC  (215) 235-5015,todor.dev000@gmail.com,1 day ago
"825 N 29th St APT 1E, Philadelphia, PA, 19130",1,19130,(267) 968-8600,1600,1,Keller Williams Philly  (267) 968-8600,todor.dev000@gmail.com,57 days ago
"Corinthian Ave, Philadelphia, PA, 19130",2,19130,,1595,1,,todor.dev000@gmail.com,249 days ago
"2801 Pennsylvania Ave # A203, Philadelphia, PA, 19130",1,19130,,1645,1,,todor.dev000@gmail.com,40 days ago
"625 N 16th St # 2F, Philadelphia, PA, 19130",2,19130,(215) 512-4061,1600,1,"Berkshire Hathaway Homes Services, BHHS  (215) 512-4061",todor.dev000@gmail.com,45 days ago
"883 N Stillman St, Philadelphia, PA, 19130",2,19130,(610) 658-2259,1595,1,(610) 658-2259,todor.dev000@gmail.com,12 days ago
