Number_of_Active_Listing,Rent,ContactInfo,Number_of_Bedrooms,Address
1,1495,Keller Williams Real Estate  (215) 520-6839,1,"974 N 5th St # 4, Philadelphia, PA, 19123"
1,1425,(201) 572-0274,1,"429 Green St, Philadelphia, PA, 19123"
1,1495,OCF Realty  (215) 735-7368,1,"314 Brown St APT B2, Philadelphia, PA, 19123"
1,1395,Holly Mack-Ward & Co.  (267) 238-3511,1,"912 N 4th St # B, Philadelphia, PA, 19123"
1,1325,(860) 919-2952,1,"N Broad St, Philadelphia, PA, 19123"
1,1300,,1,"Brown St, Philadelphia, PA, 19123"
1,1240,Centra Associates  (215) 703-2889,1,"849 N 5th St # 2R, Philadelphia, PA, 19123"
1,1450,(267) 307-4197,1,"1327 Spruce St APT 9C, Philadelphia, PA, 19107"
1,1470,,1,"1100 Spruce St # 1499357, Philadelphia, PA, 19107"
1,1400,HK99 Realty  (215) 582-5888,1,"1220 Walnut St # 2R, Philadelphia, PA, 19107"
1,1995,"Berkshire Hathaway HomeServices Fox & Roach,   (215) 790-5236",2,"3 Rainey Ct, Philadelphia, PA, 19103"
1,1400,"N Property Group, Inc  (215) 825-2509",1,"1021 Pine St APT C, Philadelphia, PA, 19107"
1,1395,Centra Associates  (215) 703-2889,1,"931 Spruce St APT C, Philadelphia, PA, 19107"
1,1395,Property Management Group DBA PMG Realty  (215) 545-7007,1,"319-21 S 13th St # 213F, Phila, PA, 19107"
1,1400,RE/MAX ONE Realty  (215) 266-5557,1,"1010 Race St APT 2I, Philadelphia, PA, 19107"
1,1390,(215) 635-1121,1,"1208 Lantern Sq # C, Philadelphia, PA, 19107"
1,1350,,1,"145 S 13th St # 1499085, Philadelphia, PA, 19107"
1,1320,Renzi Properties  (215) 888-0414,1,"832 Pine St APT 2A, Philadelphia, PA, 19107"
1,1300,La Gioconda Company  (215) 925-1204,1,"1131 Spruce St APT 1F, Phila, PA, 19107"
1,1360,Renzi Properties  (215) 888-0414,1,"1126 Spruce St APT 8, Philadelphia, PA, 19107"
1,1300,Realty Mark  (610) 952-0848,1,"228 S Quince St FL 3RD, Philadelphia, PA, 19107"
1,1295,PMG Realty  (215) 763-6300,1,"1213 Locust St APT 2F, Philadelphia, PA, 19107"
1,1285,The Philly Apartment Company  (215) 495-0070,1,"1324 Pine St APT 3F, Philadelphia, PA, 19107"
1,1275,Keller Williams Philly South  (215) 779-9322,1,"1321-23 Spruce St # 6A, Philadelphia, PA, 19107"
1,1250,The Philly Apartment Company  (215) 495-0070,1,"939 Spruce St APT 2R, Philadelphia, PA, 19107"
1,1275,(732) 688-5154,1,"Spruce St, Philadelphia, PA, 19107"
1,1275,(732) 688-5154,1,"Spruce St, Philadelphia, PA, 19107"
1,1295,www.turbotenant.com  (267) 716-9164,1,"1136 Pine St # 403, Philadelphia, PA, 19107"
1,1250,La Gioconda Company  (215) 925-1204,1,"1121 Spruce St # 1R, Philadelphia, PA, 19107"
1,1230,(610) 649-9513,1,"1000 Spruce St, Philadelphia, PA, 19107"
1,1355,MRC Inc  (215) 327-1552,1,"141 S 13th St # 304, Philadelphia, PA, 19107"
1,2500,Keller Williams Realty - Society Hill  (215) 498-4010,4,"863 N 27th St, Philadelphia, PA, 19130"
1,2400,"TGT Properties, LLC  (215) 550-3847",3,"1535 Ogden Street A FL 2ND, Philadelphia, PA, 19130"
1,2400,Onyx Management Group  (215) 354-0404,2,"755 N Capitol St # D, Philadelphia, PA, 19130"
1,2350,KW Philly  (717) 713-9181,2,"811 N Taney St # B, Philadelphia, PA, 19130"
1,2350,(215) 605-3216,2,"821 N Taney St # A, Philadelphia, PA, 19130"
1,2300,Berkshire Hathaway Fox & Roach  (215) 778-2452,2,"740 N Uber St # B, Philadelphia, PA, 19130"
1,2300,Keller Williams  (215) 440-2262,2,"863 N Uber St # B, Philadelphia, PA, 19130"
1,2250,"Loonstyn Properties, Inc.  (215) 870-7768",3,"1607 Wallace St APT 1, Philadelphia, PA, 19130"
1,2250,,2,"749 N Bucknell St, Philadelphia, PA, 19130"
1,2300,Keller Williams Philadelphia Center City  (215) 627-3500,1,"1935 Wallace St APT 1, Philadelphia, PA, 19130"
1,2250,,3,"887 N 22nd St, Philadelphia, PA, 19130"
1,2200,BMG Philadelphia  (267) 244-7215,3,"810 N Burns St # 1, Philadelphia, PA, 19130"
1,2200,"Rust Real Estate, LLC  (215) 908-8277",3,"830 N 16th St, Philadelphia, PA, 19130"
1,2175,"Loonstyn Properties, Inc.  (215) 870-7768",3,"815-17 N Uber St # 2, Philadelphia, PA, 19130"
1,2200,OCF Realty  (215) 735-7368,4,"2622 Poplar St # 1, Philadelphia, PA, 19130"
1,2100,(215) 232-4926,3,"2217 Mount Vernon St, Philadelphia, PA, 19130"
1,2350,(215) 459-6024,2,"1536 Green St APT 3, Philadelphia, PA, 19130"
1,2100,Prudential Fox & Roach  (215) 450-1113,1,"2401 Pennsylvania Ave APT 20A9, Philadelphia, PA, 19130"
1,2100,(610) 517-2182,2,"2041 Green St # 1, Philadelphia, PA, 19130"
1,2050,The Philly Apartment Company  (215) 495-0070,2,"1923 North St, Philadelphia, PA, 19130"
1,2000,(267) 968-4977,3,"719 N 19th St, PHILADELPHIA, PA, 19130"
1,2050,(610) 314-9621,2,"N Croskey St, Philadelphia, PA, 19130"
1,2000,The Philly Apartment Company  (215) 495-0070,3,"882 N 23rd St # 2, Philadelphia, PA, 19130"
1,2095,JG Real Estate  (215) 467-4100,2,"844 846 N 29th St # 120, Philadelphia, PA, 19130"
1,2000,The Philly Apartment Company  (215) 495-0070,2,"1436 Poplar St #C, Philadelphia, PA, 19130"
1,2000,(215) 668-5166,3,"2014 Ogden St # B, Philadelphia, PA, 19130"
1,1995,Maxwell Realty  (215) 620-0099,2,"1918 Spring Garden St APT 1R, Philadelphia, PA, 19130"
1,1995,The Regis Group  (215) 630-4840,2,"1508 Brandywine St APT 205, Philadelphia, PA, 19130"
1,1975,(215) 817-5555,1,"559 N 16th St APT 1, Philadelphia, PA, 19130"
1,1975,JBMP Group  (267) 797-2175,2,"1628 Poplar St # 2, Philadelphia, PA, 19130"
1,1950,(267) 269-7022,2,"W Girard Ave, Philadelphia, PA, 19130"
1,2100,,2,"1912 Spring Garden St # 5, Philadelphia, PA, 19130"
1,1900,The Philly Apartment Company  (215) 495-0070,2,"2810 Poplar St # B, Philadelphia, PA, 19130"
1,1925,(215) 432-2626,1,"559 N 20th St # 5, Philadelphia, PA, 19130"
1,1900,(215) 416-1823,3,"711 N 19th St, PHILADELPHIA, PA, 19130"
1,1900,,2,"2002 Mount Vernon St # 3, Philadelphia, PA, 19130"
1,2000,(267) 693-5416,2,"563 N 20th St FL 2ND, Philadelphia, PA, 19130"
1,1900,(610) 517-2182,2,"1802 Green St APT 2, Philadelphia, PA, 19130"
1,2200,"Citi Properties, LLC  (215) 550-3847",3,"1611 Ogden Street Unit B FL 1ST, Philadelphia, PA, 19130"
1,1950,TCS Management  (215) 431-5652,2,"703 5 N 18th St # A, Philadelphia, PA, 19130"
1,1895,(215) 327-1552,2,"1918 Spring Garden St # A, Philadelphia, PA, 19130"
1,1900,(215) 805-0837,3,"2219 Ogden St, Philadelphia, PA, 19130"
1,1895,Property Management Group DBA PMG Realty  (215) 545-7007,2,"1740-42 Green St # 16, Phila, PA, 19130"
1,1875,RE/MAX Home Experts - PAul Mullin  (215) 901-3093,2,"886 N Taylor St, Philadelphia, PA, 19130"
1,1885,JG Real Estate  (215) 467-4100,2,"824 N Judson St, Philadelphia, PA, 19130"
1,1850,Coldwell Banker Preferred Realtors  (215) 627-3500,2,"1702 Wallace St # 2, Philadelphia, PA, 19130"
1,1860,(267) 309-0983,2,"913 N 15th St APT 2F, Philadelphia, PA, 19130"
1,6250,Compass RE  (215) 828-6558,4,"631-33 Pine St, PHILADELPHIA, PA, 19106"
1,3800,Premier Access Property Management  (267) 273-1702,3,"117 Quarry St APT 3, Philadelphia, PA, 19106"
1,3495,The Somers Team - RE/MAX Access  (267) 912-1407,2,"130 Spruce St APT 29B, Philadelphia, PA, 19106"
1,3650,(516) 880-5445,1,"728 Market St, Philadelphia, PA, 19106"
1,3150,,2,"Chestnut St, Philadelphia, PA, 19106"
1,3150,Berkshire Hathaway HomeServices Fox & Roach - Blue Bell  (215) 692-0443,2,"720-22 Chestnut St # D, Philadelphia, PA, 19106"
1,3200,Berkshire Hathaway HomeServices Fox & Roach Realtors  (267) 968-5577,1,"130 Spruce St APT 9C, Philadelphia, PA, 19106"
1,3300,OCF Realty  (215) 735-7368,4,"535 Spruce St # B, Philadelphia, PA, 19106"
1,3100,Allan Domb Real Estate  (215) 545-1500,2,"7 N Columbus Blvd APT 122, Philadelphia, PA, 19106"
1,3000,(215) 906-8887,1,"3 N Chris Columbus Blvd # 247, Philadelphia, PA, 19106"
1,2975,ASI Management  (215) 563-5616,3,"35 N 3rd St APT 401, Philadelphia, PA, 19106"
1,2900,Keller Williams Philly  (267) 968-8600,2,"126 N 3rd St APT 5, Philadelphia, PA, 19106"
1,2850,JG Real Estate  (215) 467-4100,3,"134 Elfreths Aly, Philadelphia, PA, 19106"
1,2750,,2,"528 Delancey St APT 3, Philadelphia, PA, 19106"
1,2750,Keller Williams Philly  (267) 968-8600,2,"220-24 S 3rd St # 303, Philadelphia, PA, 19106"
1,2895,"Berkshire Hathaway Home Services, Fox & Roach Realtors - Center City  (215) 287-6102",2,"408 Spruce St # 1, Philadelphia, PA, 19106"
1,2700,Keller Williams Realty Philadelphia  (267) 238-5733,2,"112 N 2nd St APT 3A, Philadelphia, PA, 19106"
1,2600,,1,"N Columbus Blvd, Philadelphia, PA, 19106"
1,2595,JG Real Estate  (215) 467-4100,2,"304 Market St # B, Philadelphia, PA, 19106"
1,2500,Center City-Rittenhouse Hotel  (215) 280-7455,2,"130 N 2nd St # 4C3, Philadelphia, PA, 19106"
1,2395,TCS Management LLC  (215) 383-1439,2,"707 Chestnut St APT 4F, Philadelphia, PA, 19106"
1,2550,,1,"N Christopher Columbus Blvd, Philadelphia, PA, 19106"
1,2500,National Realty Old City LLC -  (732) 670-6496,2,"113 N Bread St APT 3H3, Philadelphia, PA, 19106"
1,2495,Property Management Group DBA PMG Realty  (215) 545-7007,2,"249-51 N 2nd St # 2R, Phila, PA, 19106"
1,2395,(267) 402-8017,2,"33 S 3rd St APT 3, Philadelphia, PA, 19106"
1,2395,TCS Management LLC  (215) 275-2394,2,"635 Pine Street 635 Pine 3 # 3, Philadelphia, PA, 19106"
1,2300,"Ikos Holdings, Inc.  (267) 279-9777",2,"306 Cherry St APT 1, Philadelphia, PA, 19106"
1,2000,Compass RE  (215) 260-1359,2,"202 Spruce St, Philadelphia, PA, 19106"
1,2000,The Condo Shop/TCS Homes  (215) 253-9319,2,"135 N 3rd St, Philadelphia, PA, 19106"
1,2250,JG Real Estate  (215) 467-4100,2,"11 Saint James Ct, Philadelphia, PA, 19106"
1,2250,"Higgins & Welch Real Estate, Inc  (610) 331-7655",2,"52 N 2nd St # 3, Philadelphia, PA, 19106"
1,2000,(484) 802-0728,1,"N 2nd St, Philadelphia, PA, 19106"
1,2000,(215) 275-1965,2,"239 Race St APT C, Philadelphia, PA, 19106"
1,1995,Maxwell Realty  (215) 620-0099,1,"704 6 S Washington Sq # LL1, Philadelphia, PA, 19106"
1,1980,MRC Inc  (215) 327-1552,1,"203 N 8th St # 806, Philadelphia, PA, 19106"
1,1980,MRC Inc  (215) 327-1552,2,"118 S 7th St # 606, Philadelphia, PA, 19106"
1,1975,Settle Down Philadelphia  (215) 253-3439,2,"136-38 N 2nd St # 3D, Philadelphia, PA, 19106"
1,1950,Very Real Estate  (215) 429-7102,1,"8 S Letitia St APT 502, Philadelphia, PA, 19106"
1,1915,Rent Scene  (267) 463-2428,2,"130 Arch St APT 201, Philadelphia, PA, 19106"
1,1899,VUE real estate group  (267) 246-5474,2,"105 N 2nd St APT 106, Philadelphia, PA, 19106"
1,1895,(917) 626-8228,2,"126 Arch St # AB, Philadelphia, PA, 19106"
1,1890,(856) 296-6078,2,"232 Pine St # 2F, Philadelphia, PA, 19106"
1,1895,Compass / The Barach Group  (215) 609-6529,1,"20 S Letitia St # 3, Philadelphia, PA, 19106"
1,1875,National Realty Old City   (267) 439-6926,1,"59 N 3rd St APT 4A, Philadelphia, PA, 19106"
1,1850,Realty Mark Nexus  (215) 680-1136,2,"229 Chestnut St APT 3, Philadelphia, PA, 19106"
1,1999,(610) 299-8501,2,"317 S 6th St # 1, Philadelphia, PA, 19106"
1,1975,Prosperian Property Management LLC  (267) 606-7151,2,"222 Church St APT 6D, Philadelphia, PA, 19106"
1,1900,Mallin Panchelli Nadel Realty  (215) 413-4900,1,"1720 Sansom St # 1, Philadelphia, PA, 19103"
1,2000,(804) 229-4248,2,"315 New St APT 710, Philadelphia, PA, 19106"
1,1900,(267) 474-8488,2,"2123 Walnut St APT 3R, Philadelphia, PA, 19103"
1,1875,WILLIAM PENN REALTY  (267) 307-4197,2,"2118 Sansom St # 1R, Philadelphia, PA, 19103"
1,1900,Compass Real Estate  (215) 888-4898,2,"1839 Carlton St, Philadelphia, PA, 19103"
1,1875,(267) 519-7051,1,"2429 Locust St, Philadelphia, PA, 19103"
1,1875,(215) 336-8920,1,"1829 Pine St APT 401, Philadelphia, PA, 19103"
1,2000,(609) 658-0900,2,"6 S Strawberry St, Philadelphia, PA, 19106"
1,2060,(267) 566-2268,1,"240 N 2nd St APT 4W, Philadelphia, PA, 19106"
1,1875,The Geddes Team - Keller Williams  (215) 545-8700,2,"2015 Walnut St APT 408, Philadelphia, PA, 19103"
1,1860,Maxwell Realty Co Inc.  (856) 952-0275,1,"2132 Arch St # 202, Philadelphia, PA, 19103"
1,1800,ASI Management  (215) 563-5616,2,"Race St, Philadelphia, PA, 19103"
1,1825,"Herman Realty Group, Inc  (267) 800-4880",1,"2001 Delancey St APT 2F, Philadelphia, PA, 19103"
1,1799,Watchtower Property Co  (215) 515-0942,1,"1711 Spruce St APT 3F, Philadelphia, PA, 19103"
1,1795,(215) 834-2775,1,"265 S 22nd St # GARDEN, Philadelphia, PA, 19103"
1,1795,Centra Associates  (215) 703-2889,2,"30 S 22nd St APT 10, Philadelphia, PA, 19103"
1,1795,AMC Delancey  (215) 666-7188,1,"1819 Spruce St APT 4F, Philadelphia, PA, 19103"
1,1800,Centra Associates  (215) 703-2889,2,"1612 Pine St APT 9, Philadelphia, PA, 19103"
1,1790,Maxwell Realty Company  (267) 432-4883,1,"2026 Market St # 506, Philadelphia, PA, 19103"
1,1790,Maxwell Realty Company  (267) 432-4883,1,"2041 Market St # 505, Philadelphia, PA, 19103"
1,1750,Berkshire Hathaway Fox & Roach Realtors  (610) 996-1907,1,"226 W Rittenhouse Sq APT 507, Philadelphia, PA, 19103"
1,1750,Berkshire Hathaway Fox & Roach Realtors  (610) 996-1907,1,"226 W Rittenhouse Sq APT 1817, Philadelphia, PA, 19103"
1,1775,Centra Associates  (215) 703-2889,2,"1616 Pine St APT C11, Philadelphia, PA, 19103"
1,1895,BHHS Fox & Roach-Center City W  (610) 613-1297,1,"407 Cypress St APT 1R, Philadelphia, PA, 19106"
1,1750,(215) 735-9729,1,"37 S 20th St APT 8D, Philadelphia, PA, 19103"
1,1750,,1,"37 S 20th St, Philadelphia, PA, 19103"
1,1735,Keller Williams Philly  (203) 658-4664,1,"1613 Spruce St # 1C, Philadelphia, PA, 19103"
1,1725,,1,"1820 Spruce St, Philadelphia, PA, 19103"
1,1750,The Condo Shop  (215) 627-3500,1,"2200 Pine St UNIT 106, Philadelphia, PA, 19103"
1,1700,Berkshire Hathaway Fox & Roach Realtors  (267) 784-2444,1,"242 S 21st St # 1R, Philadelphia, PA, 19103"
1,1695,Property Management Group DBA PMG Realty  (215) 545-7007,2,"1702 Manning St, Philadelphia, PA, 19103"
1,1725,Keller Williams Philly  (267) 858-9705,1,"337 S 21st St # 2C, Philadelphia, PA, 19103"
1,1650,"BHHS, FOX & ROACH - WALNUT  (215) 850-3842",1,"2418 Manning St, Philadelphia, PA, 19103"
1,1625,Wynn Real Estate LLC  (407) 361-3444,1,"1812 Pine St # 2, Philadelphia, PA, 19103"
1,1625,Solo Real Estate  (215) 564-7656,1,"269 S 17th St APT 2F, Philadelphia, PA, 19103"
1,1600,(215) 545-1039,1,"2131 Walnut St # 202, Philadelphia, PA, 19103"
1,1575,Keller Williams Philly  (267) 858-9705,1,"2223 Spruce St APT 1R, Philadelphia, PA, 19103"
1,1550,Weinraub Properties  (267) 970-6518,1,"2141 Locust St APT 2R, Philadelphia, PA, 19103"
1,1500,Keller Williams Philly  (267) 858-9705,1,"2023 Locust St # 1C, Philadelphia, PA, 19103"
1,1500,Keller Williams Philly  (267) 858-9705,1,"2225 Spruce St # 2C, Philadelphia, PA, 19103"
1,1550,(267) 223-7883,1,"1815 Pine St APT 3F, Philadelphia, PA, 19103"
1,1550,William Penn Realty  (267) 307-4197,2,"Walnut St, Philadelphia, PA, 19103"
1,1500,The Philly Apartment Company  (215) 495-0070,1,"1824 Chestnut St APT 3F, Philadelphia, PA, 19103"
1,1495,(215) 834-2775,1,"Walnut St, Philadelphia, PA, 19103"
1,1495,AMC Delancey  (215) 666-7188,1,"125 S 21st St # 4, Philadelphia, PA, 19103"
1,1500,Northpoint Real Estate  (215) 284-0468,1,"109 S 21st St APT 8, Philadelphia, PA, 19103"
1,1850,Allegiance Real Estate LLC  (215) 235-5015,3,"834 N 25th St, Philadelphia, PA, 19130"
1,1850,Philly PMG  (215) 391-5172,2,"821 N 26th St APT 1, Philadelphia, PA, 19130"
1,1850,,1,"1833 Fairmount Ave, Philadelphia, PA, 19130"
1,1850,Exit Benchmark Realty  (610) 529-1598,3,"824 N Capitol St, Philadelphia, PA, 19130"
1,1850,The Philly Apartment Company  (215) 495-0070,2,"1436 Poplar St # A, Philadelphia, PA, 19130"
1,1850,Berkshire Hathaway  (215) 542-1770,1,"828 N 21st St, Philadelphia, PA, 19130"
1,1850,Property Management Group DBA PMG Realty  (215) 545-7007,2,"1720 Wallace St APT 202, Philadelphia, PA, 19130"
1,1850,BP Real Estate Investment LLC  (267) 879-3417,1,"2029 Spring Garden St APT 1R, Philadelphia, PA, 19130"
1,1850,"Rust Real Estate, LLC  (215) 908-8277",3,"1605 Parrish St, Philadelphia, PA, 19130"
1,1825,Property Management Group DBA PMG Realty  (215) 545-7007,3,"859 N Ringgold St, Philadelphia, PA, 19130"
1,1800,BMG Philadelphia  (267) 244-7215,2,"1742 Wylie St, Philadelphia, PA, 19130"
1,1600,Solo Real Estate  (215) 564-7656,1,"2124 Spruce St APT 3F, Philadelphia, PA, 19103"
1,1800,Kurfiss Sotheby's Internationa  (267) 907-2590,1,"2201-5 Green St # 2W, Philadelphia, PA, 19130"
1,1800,"Loonstyn Properties, Inc.  (215) 870-7768",2,"1609 Wallace St APT 2F, Philadelphia, PA, 19130"
1,1750,"TGT Properties, LLC  (215) 550-3847",2,"914 N 19th St # 2, Philadelphia, PA, 19130"
1,1795,BHHS FOX ROACH  (215) 704-4000,2,"838 N Newkirk St APT D2, Philadelphia, PA, 19130"
1,1725,"Rust Real Estate, LLC  (215) 908-8277",2,"1441 Brown St # 2, Philadelphia, PA, 19130"
1,1725,Aarch Realty LLC  (610) 715-4803,2,"1914 Fairmount Ave APT 2R, Philadelphia, PA, 19130"
1,1725,,2,"835 N Capitol St, Philadelphia, PA, 19130"
1,1700,(215) 880-7777,2,"1700 W Girard Ave # 2, Philadelphia, PA, 19130"
1,1700,"MM Partners, LLC  (267) 519-0895",2,"2617 W Girard Ave # 7096561, Philadelphia, PA, 19130"
1,1595,City Living Philly  (215) 704-4753,1,"1729 Spruce St APT 2, Philadelphia, PA, 19103"
1,1750,Berkshire Hathaway Fox & Roach Realtors  (215) 790-5230,1,"2018 Walnut St # 5J, Philadelphia, PA, 19103"
1,1700,Spruce WSH  (484) 319-4993,1,"1823 Spruce St APT 3R, Philadelphia, PA, 19103"
1,1795,OCF Realty  (215) 735-7368,2,"872 N Taney St, Philadelphia, PA, 19130"
1,1695,OCF Realty  (215) 735-7368,1,"1427 Melon St # 302, Philadelphia, PA, 19130"
1,1650,OCF Realty  (856) 347-0434,1,"1712 Wallace St APT 301, Philadelphia, PA, 19130"
1,1680,,1,"N 29th St, Philadelphia, PA, 19130"
1,1650,(215) 429-0924,2,"1616 Mount Vernon St # 1, Philadelphia, PA, 19130"
1,1650,BHHS Fox & Roach-Center City W  (215) 627-6005,2,"2000 Spring Garden St APT 2R, Philadelphia, PA, 19130"
1,1650,Foremost Locations  (267) 992-4495,2,"2215 Green St APT A1, Philadelphia, PA, 19130"
1,1650,(215) 783-1465,2,"735 N 26th St, Philadelphia, PA, 19130"
1,1650,"Loonstyn Properties, Inc.  (215) 870-7768",2,"1730 Mount Vernon St APT 1R, Philadelphia, PA, 19130"
1,1685,SellYourHomeServices.com  (877) 893-6566,2,"2324 Parrish St, Philadelphia, PA, 19130"
1,1650,(215) 644-9130,2,"1844 Vineyard St # 1, Philadelphia, PA, 19130"
1,1600,"Berkshire Hathaway Homes Services, BHHS  (215) 512-4061",2,"625 N 16th St # 2F, Philadelphia, PA, 19130"
1,1600,Keller Williams Philly  (267) 968-8600,1,"825 N 29th St APT 1E, Philadelphia, PA, 19130"
1,1645,,1,"2801 Pennsylvania Ave # A203, Philadelphia, PA, 19130"
1,1595,Property Management Group DBA PMG Realty  (215) 545-7007,2,"1844-46 Callowhill St # 1F, Phila, PA, 19130"
1,1595,(610) 658-2259,2,"2832 Cambridge St, Philadelphia, PA, 19130"
1,1600,Allegiance Real Estate LLC  (215) 235-5015,2,"609 N 16th St # 1, Philadelphia, PA, 19130"
1,1595,(610) 658-2259,2,"883 N Stillman St, Philadelphia, PA, 19130"
1,1550,SPACE AND COMPANY  (215) 806-7176,2,"2315 Parrish St # 3, Philadelphia, PA, 19130"
1,1595,OCF Realty  (215) 735-7368,2,"2012-30 W Girard Ave # 6B, Philadelphia, PA, 19130"
1,1550,(215) 688-6783,2,"1922 Fairmount Ave # 1F, Philadelphia, PA, 19130"
1,1595,BMG Philadelphia  (267) 244-7215,2,"570 N 23rd Street 9-b # 7092904, Philadelphia, PA, 19130"
1,1550,Remax @ Home  (215) 607-3535,1,"2809 W Girard Ave # 2, Philadelphia, PA, 19130"
1,1550,(610) 202-1905,1,"N Woodstock St, Philadelphia, PA, 19130"
1,1850,,1,"38 N Front St, Philadelphia, PA, 19106"
1,1825,S & S Properties  (267) 402-8017,2,"236 Quarry St APT 2, Philadelphia, PA, 19106"
1,1849,VUE Real Estate Group  (267) 270-6634,2,"105 N 2nd St # 10F, Philadelphia, PA, 19106"
1,1800,ASI Management  (267) 977-3799,2,"15 S Bank St, Philadelphia, PA, 19106"
1,1800,UPG Properties  (215) 413-1813,1,"306 New St APT C1, Philadelphia, PA, 19106"
1,1800,City Wide Realty  (215) 600-3443,2,"306 Market St, Philadelphia, PA, 19106"
1,1795,(215) 327-1552,2,"122 Cuthbert St, Philadelphia, PA, 19106"
1,1795,OCF Realty  (215) 735-7368,1,"230 Pine St # 2F, Philadelphia, PA, 19106"
1,1775,(215) 327-1552,1,"220 N Columbus Blvd # 420, Philadelphia, PA, 19106"
1,1775,Very Real Estate  (215) 783-3434,1,"309 Arch St # 303, Philadelphia, PA, 19106"
1,1775,Rent Scene  (267) 463-2428,2,"721 Spruce St APT 1F, Philadelphia, PA, 19106"
1,1750,(215) 545-1039,2,"236 N 2nd St APT 1A, Philadelphia, PA, 19106"
1,1750,Allan Domb Real Estate  (215) 545-1500,1,"241 S 6th St APT 1406, Philadelphia, PA, 19106"
1,1595,,2,"Corinthian Ave, Philadelphia, PA, 19130"
1,1655,,1,"125 N 4th St # 66HYTQDUB, Philadelphia, PA, 19106"
1,1700,(856) 206-2776,2,"230 Market St APT 4, Philadelphia, PA, 19106"
1,1750,Keller Williams Philly  (267) 858-9705,1,"121 Cuthbert St # 2, Philadelphia, PA, 19106"
1,1700,Keller Williams Reality  (215) 834-9833,1,"231 Pine St SIDE 4, Philadelphia, PA, 19106"
1,1725,Berkshire Hathaway HomeServices Fox & Roa  (215) 206-0595,1,"233 S 6th St APT 811, Philadelphia, PA, 19106"
1,1685,Maxwell Realty Co Inc.  (856) 952-0275,1,"127 N 4th St # 507, Philadelphia, PA, 19106"
1,1650,Coldwell Banker Preferred - Old City Office  (858) 232-5049,1,"222 Vine St, Philadelphia, PA, 19106"
1,1695,BrandywineConstructionManagement  (215) 543-7659,1,"225 Church St # JPNSQPKHF, Philadelphia, PA, 19106"
1,1625,Keller Williams Philly  (267) 858-9705,1,"421 Pine St APT 2C, Philadelphia, PA, 19106"
1,1650,(215) 545-1039,1,"121 New St UNIT 5D, Philadelphia, PA, 19106"
1,1610,MRC Inc  (215) 327-1552,1,"532 Spruce St # TEN, Philadelphia, PA, 19106"
1,1600,Weichert Realtors   (856) 325-9331,2,"303 Spruce St, Philadelphia, PA, 19106"
1,1595,Maxwell Realty  (215) 620-0099,1,"704-6 S Washington Sq # 1R, Philadelphia, PA, 19106"
1,1595,Maxwell Realty Co  (215) 327-1552,1,"S Washington Sq, Philadelphia, PA, 19106"
1,1595,RealShout  (215) 310-6888,1,"116 Chestnut St, Philadelphia, PA, 19106"
1,1600,Enter a company name  (215) 399-7488,1,"50 N Front St APT 305, Philadelphia, PA, 19106"
1,1550,,1,"235 Pine St APT 2F, Philadelphia, PA, 19106"
1,1550,,1,"130 N Bread St # 304, Philadelphia, PA, 19106"
1,1535,(215) 901-0860,1,"23 S Strawberry St # 4B, Philadelphia, PA, 19106"
1,1565,(215) 901-0860,1,"24 S Strawberry St # 2B, Philadelphia, PA, 19106"
1,1450,(215) 545-1039,1,"118 Market St APT 303, Philadelphia, PA, 19106"
1,1450,DF Management Philadelphia LLC.  (215) 756-6651,1,"713 Walnut St APT 3F, Philadelphia, PA, 19106"
1,1375,ASI Management  (267) 977-3799,1,"15 S Bank St APT 207, Philadelphia, PA, 19106"
1,1550,,1,"70 N 2nd St APT 4A, Philadelphia, PA, 19106"
1,1300,,1,"711 Sansom St, Philadelphia, PA, 19106"
1,1300,,1,"50 S 2nd St # 4A, Philadelphia, PA, 19106"
1,1495,(215) 327-9415,1,"1834 Pine St APT 1R, Philadelphia, PA, 19103"
1,1475,Harrison Richards  (610) 649-4860,1,"114 S 19th St FRNT 1, Philadelphia, PA, 19103"
1,1450,Remax Access  (267) 223-7883,1,"1728 Pine St APT 3R, Philadelphia, PA, 19103"
1,1450,Keller Williams Philly  (215) 908-4112,1,"1939 Chestnut St # 6B, Philadelphia, PA, 19103"
1,1450,Maxwell Realty Co Inc.  (856) 952-0275,1,"121 N 20th St APT 3, Philadelphia, PA, 19103"
1,1425,,1,"105 S 21st St APT 2F, Philadelphia, PA, 19103"
1,1395,(215) 834-2775,1,"Walnut St, Philadelphia, PA, 19103"
1,1400,(267) 207-9307,1,"148 N 21st St # 2F, Philadelphia, PA, 19103"
1,1395,JG Real Estate  (215) 467-4100,1,"2100 Spring St # 3F, Philadelphia, PA, 19103"
1,1350,(267) 307-4197,1,"1926 Pine St # 4F, Philadelphia, PA, 19103"
1,1375,William penn realty  (267) 307-4197,1,"2046 Locust St APT 4F, Philadelphia, PA, 19103"
1,1350,Keller Williams Philly  (267) 968-8600,1,"2033 Spruce St APT 6, Philadelphia, PA, 19103"
1,1347,Compass Real Estate  (215) 990-4947,1,"2124 Pine St APT 3F, Philadelphia, PA, 19103"
1,1290,Greenzang Properties  (215) 563-5880,1,"333 S 22nd St APT 4, Philadelphia, PA, 19103"
1,1295,(215) 407-1248,1,"155 N 21st St APT 3R, Philadelphia, PA, 19103"
1,1325,(267) 307-4197,1,"311 S 20th St APT 23, Philadelphia, PA, 19103"
